,Airlines,Departure_Time,Route,Arrival_Time,Flight_Duration,Total_Stops,Price
1674,Vistara,3:30,DEL–GOI,7:50,16hr 20min,1 stop,"₹27,140"
1675,Vistara,4:55,DEL–GOI,7:50,14hr 55min,1 stop,"₹27,140"
1676,Vistara,5:45,DEL–GOI,7:50,14hr 5min,1 stop,"₹27,140"
1677,Vistara,7:00,DEL–GOI,7:50,12hr 50min,1 stop,"₹27,140"
1678,Vistara,7:45,DEL–GOI,7:50,12hr 5min,1 stop,"₹27,140"
1679,Vistara,8:40,DEL–GOI,7:50,11hr 10min,1 stop,"₹27,140"
1680,Vistara,9:30,DEL–GOI,7:50,10hr 20min,1 stop,"₹27,140"
1681,Vistara,2:15,DEL–GOI,2:05,23hr 50min,1 stop,"₹27,434"
1682,Vistara,4:05,DEL–GOI,2:05,22hr,1 stop,"₹27,434"
1683,Vistara,5:35,DEL–GOI,2:05,20hr 30min,1 stop,"₹27,434"
1684,Vistara,6:00,DEL–GOI,2:05,20hr 5min,1 stop,"₹27,434"
1685,Vistara,7:50,DEL–GOI,2:05,18hr 15min,1 stop,"₹27,434"
1686,Vistara,8:40,DEL–GOI,2:05,17hr 25min,1 stop,"₹27,434"
1687,IndiGo,7:20,DEL–GOI,12:40,5hr 20min,1 stop,"₹27,470"
1688,IndiGo,11:30,DEL–GOI, 8:40,9hr 10min,1 stop,"₹27,691"
1689,GO FIRST,5:45,DEL–GOI,4:55,11hr 10min,1 stop,"₹27,692"
1690,IndiGo,12:45,DEL–GOI, 6:00,5hr 15min,1 stop,"₹27,953"
1691,IndiGo,8:20,DEL–GOI,2:10,5hr 50min,1 stop,"₹28,079"
1692,IndiGo,6:00,DEL–GOI,2:10,8hr 10min,1 stop,"₹29,704"
1693,Air India,1:30,DEL–GOI,6:20,16hr 50min,2 stops,"₹29,863"
1694,Air India,5:15,DEL–GOI,6:20,13hr 5min,2 stops,"₹29,863"
1695,IndiGo,12:55,DEL–GOI, 7:20,6hr 25min,1 stop,"₹30,526"
1696,Vistara,2:10,DEL–GOI,7:50,17hr 40min,2 stops,"₹32,678"
1697,IndiGo,5:45,DEL–GOI,3:00,9hr 15min,1 stop,"₹33,464"
1698,Vistara,8:10,DEL–GOI,2:05,5hr 55min,1 stop,"₹34,259"
1699,IndiGo,6:05,DEL–GOI,2:30,8hr 25min,1 stop,"₹34,724"
1700,IndiGo,7:10,DEL–GOI,2:30,7hr 20min,1 stop,"₹34,724"
1701,IndiGo,6:40,DEL–GOI,3:00,8hr 20min,1 stop,"₹34,724"
1702,IndiGo,8:00,DEL–GOI,3:00,7hr,1 stop,"₹34,724"
1703,Vistara,9:05,DEL–GOI,2:05,5hr,1 stop,"₹35,361"
1704,Air India,10:45,DEL–GOI, 1:35,2hr 50min,Nonstop,"₹35,659"
1705,Vistara,6:15,DEL–GOI,2:05,7hr 50min,1 stop,"₹37,251"
1706,Vistara,5:55,DEL–GOI,12:45,6hr 50min,1 stop,"₹39,005"
1707,Vistara,7:30,DEL–GOI,12:45,5hr 15min,1 stop,"₹39,005"
1708,Vistara,2:20,DEL–GOI,12:45,22hr 25min,1 stop,"₹39,005"
1709,Vistara,3:30,DEL–GOI,12:45,21hr 15min,1 stop,"₹39,005"
1710,Vistara,5:45,DEL–GOI,12:45,19hr,1 stop,"₹39,005"
1711,Vistara,7:00,DEL–GOI,12:45,17hr 45min,1 stop,"₹39,005"
1712,Vistara,7:45,DEL–GOI,12:45,17hr,1 stop,"₹39,005"
1713,Vistara,8:40,DEL–GOI,12:45,16hr 5min,1 stop,"₹39,005"
1714,Vistara,9:30,DEL–GOI,12:45,15hr 15min,1 stop,"₹39,005"
1715,Air India,3:55,DEL–GOI,3:50,11hr 55min,1 stop,"₹145,557"
1716,Air India,7:40,DEL–GOI,3:50,20hr 10min,1 stop,"₹146,607"
1717,"Emirates, Air India",11:00,DEL–GOI, 3:50,16hr 50min,1 stop,"₹209,161"
1718,"Emirates, Air India",4:15,DEL–GOI,3:50,11hr 35min,1 stop,"₹209,161"
1719,Air India,4:50,DEL–GOI,3:50,11hr,1 stop,"₹216,855"
