,Airlines,Departure_Time,Route,Arrival_Time,Flight_Duration,Total_Stops,Price
735,Air India,10:00,DEL–GOI, 10:2,12hr 20min,1 stop,"₹22,044"
736,Air India,2:00,DEL–GOI,10:20,8hr 20min,1 stop,"₹22,044"
737,Air India,2:00,DEL–GOI,2:35,24hr 35min,1 stop,"₹22,044"
738,Air India,2:30,DEL–GOI,10:20,7hr 50min,2 stops,"₹22,044"
739,Air India,5:55,DEL–GOI,10:20,4hr 25min,1 stop,"₹22,044"
740,Air India,5:55,DEL–GOI,2:35,20hr 40min,1 stop,"₹22,044"
741,Air India,7:00,DEL–GOI,2:35,19hr 35min,1 stop,"₹22,044"
742,Air India,8:00,DEL–GOI,2:35,18hr 35min,1 stop,"₹22,044"
743,Air India,9:15,DEL–GOI,2:35,17hr 20min,1 stop,"₹22,044"
744,Air India,10:30,DEL–GOI, 2:35,16hr 5min,1 stop,"₹22,044"
745,IndiGo,5:55,DEL–GOI,1:10,7hr 15min,1 stop,"₹22,336"
746,IndiGo,9:05,DEL–GOI,2:50,5hr 45min,1 stop,"₹22,375"
747,GO FIRST,6:20,DEL–GOI,6:15,11hr 55min,1 stop,"₹22,401"
748,GO FIRST,8:50,DEL–GOI,6:15,9hr 25min,1 stop,"₹22,401"
749,GO FIRST,10:15,DEL–GOI, 6:15,8hr,1 stop,"₹22,401"
750,GO FIRST,10:45,DEL–GOI, 6:15,7hr 30min,1 stop,"₹22,401"
751,GO FIRST,10:45,DEL–GOI, 12:4,14hr,1 stop,"₹22,401"
752,IndiGo,12:45,DEL–GOI, 9:30,8hr 45min,1 stop,"₹22,441"
753,IndiGo,3:00,DEL–GOI,9:30,6hr 30min,1 stop,"₹22,598"
754,AirAsia (India),7:10,DEL–GOI,12:45,5hr 35min,1 stop,"₹22,725"
755,IndiGo,1:25,DEL–GOI,9:30,8hr 5min,1 stop,"₹22,756"
756,AirAsia (India),9:35,DEL–GOI,12:45,15hr 10min,1 stop,"₹22,869"
757,Air India,7:00,DEL–GOI,6:20,23hr 20min,1 stop,"₹23,094"
758,Air India,8:00,DEL–GOI,6:20,22hr 20min,1 stop,"₹23,094"
759,Air India,9:00,DEL–GOI,6:20,21hr 20min,1 stop,"₹23,094"
760,Air India,10:00,DEL–GOI, 6:20,20hr 20min,1 stop,"₹23,094"
761,Air India,2:00,DEL–GOI,6:20,16hr 20min,1 stop,"₹23,094"
762,Air India,2:30,DEL–GOI,6:20,15hr 50min,2 stops,"₹23,094"
763,Air India,5:55,DEL–GOI,6:20,12hr 25min,1 stop,"₹23,094"
764,Air India,7:00,DEL–GOI,6:20,11hr 20min,1 stop,"₹23,094"
765,Air India,8:00,DEL–GOI,6:20,10hr 20min,1 stop,"₹23,094"
766,Air India,9:15,DEL–GOI,6:20,9hr 5min,1 stop,"₹23,094"
767,Air India,10:30,DEL–GOI, 6:20,7hr 50min,1 stop,"₹23,094"
768,IndiGo,10:55,DEL–GOI, 7:45,8hr 50min,1 stop,"₹23,247"
769,SpiceJet,12:30,DEL–GOI, 12:5,12hr 25min,1 stop,"₹23,512"
770,GO FIRST,12:30,DEL–GOI, 5:45,5hr 15min,1 stop,"₹24,397"
771,GO FIRST,1:00,DEL–GOI,5:45,4hr 45min,1 stop,"₹24,397"
772,GO FIRST,1:15,DEL–GOI,5:45,4hr 30min,1 stop,"₹24,397"
773,IndiGo,5:30,DEL–GOI,12:40,7hr 10min,1 stop,"₹24,425"
774,IndiGo,6:30,DEL–GOI,12:40,6hr 10min,1 stop,"₹24,425"
775,IndiGo,6:30,DEL–GOI,3:15,8hr 45min,1 stop,"₹24,425"
776,IndiGo,8:45,DEL–GOI,6:10,9hr 25min,1 stop,"₹24,425"
777,IndiGo,9:55,DEL–GOI,5:35,7hr 40min,1 stop,"₹24,436"
778,IndiGo,12:45,DEL–GOI, 5:35,4hr 50min,1 stop,"₹24,436"
779,IndiGo,5:15,DEL–GOI,1:10,7hr 55min,2 stops,"₹24,646"
780,Air India,7:00,DEL–GOI,2:35,7hr 35min,1 stop,"₹24,669"
781,Air India,8:00,DEL–GOI,2:35,6hr 35min,1 stop,"₹24,669"
782,Air India,9:00,DEL–GOI,2:35,5hr 35min,1 stop,"₹24,669"
783,Air India,10:00,DEL–GOI, 2:35,4hr 35min,1 stop,"₹24,669"
784,IndiGo,1:50,DEL–GOI,6:50,5hr,1 stop,"₹24,751"
785,IndiGo,5:20,DEL–GOI,2:15,8hr 55min,1 stop,"₹24,788"
786,SpiceJet,6:55,DEL–GOI,12:55,6hr,1 stop,"₹24,876"
787,SpiceJet,6:55,DEL–GOI,5:05,10hr 10min,1 stop,"₹24,876"
788,SpiceJet,8:20,DEL–GOI,5:05,8hr 45min,1 stop,"₹24,876"
789,IndiGo,8:00,DEL–GOI,3:15,7hr 15min,1 stop,"₹25,034"
790,IndiGo,8:45,DEL–GOI,3:15,6hr 30min,1 stop,"₹25,034"
791,IndiGo,5:15,DEL–GOI,10:40,5hr 25min,1 stop,"₹25,137"
792,GO FIRST,5:25,DEL–GOI,3:50,10hr 25min,1 stop,"₹25,447"
793,GO FIRST,6:15,DEL–GOI,3:50,9hr 35min,1 stop,"₹25,447"
794,IndiGo,12:10,DEL–GOI, 6:15,6hr 5min,1 stop,"₹25,643"
795,IndiGo,8:00,DEL–GOI,12:40,4hr 40min,1 stop,"₹25,643"
796,IndiGo,9:35,DEL–GOI,6:10,8hr 35min,1 stop,"₹25,643"
797,IndiGo,11:55,DEL–GOI, 6:10,6hr 15min,1 stop,"₹25,643"
798,IndiGo,1:00,DEL–GOI,8:40,7hr 40min,1 stop,"₹26,082"
799,IndiGo,7:55,DEL–GOI,2:00,6hr 5min,1 stop,"₹26,252"
800,IndiGo,7:20,DEL–GOI,3:15,7hr 55min,1 stop,"₹26,483"
801,IndiGo,9:35,DEL–GOI,3:15,5hr 40min,1 stop,"₹26,483"
802,AirAsia (India),8:10,DEL–GOI,6:00,9hr 50min,2 stops,"₹26,484"
803,AirAsia (India),8:10,DEL–GOI,7:25,11hr 15min,2 stops,"₹26,484"
804,AirAsia (India),9:35,DEL–GOI,6:00,8hr 25min,2 stops,"₹26,484"
805,AirAsia (India),9:35,DEL–GOI,7:25,9hr 50min,2 stops,"₹26,484"
806,IndiGo,6:40,DEL–GOI,2:00,7hr 20min,1 stop,"₹26,861"
807,IndiGo,6:55,DEL–GOI,2:10,7hr 15min,1 stop,"₹26,861"
808,IndiGo,10:45,DEL–GOI, 6:10,7hr 25min,1 stop,"₹27,061"
809,Vistara,5:55,DEL–GOI,7:50,25hr 55min,1 stop,"₹27,140"
810,Vistara,7:30,DEL–GOI,7:50,24hr 20min,1 stop,"₹27,140"
811,Vistara,11:40,DEL–GOI, 7:50,20hr 10min,1 stop,"₹27,140"
812,Vistara,12:45,DEL–GOI, 7:50,19hr 5min,1 stop,"₹27,140"
813,Vistara,2:20,DEL–GOI,7:50,17hr 30min,1 stop,"₹27,140"
814,Vistara,3:30,DEL–GOI,7:50,16hr 20min,1 stop,"₹27,140"
815,Vistara,4:55,DEL–GOI,7:50,14hr 55min,1 stop,"₹27,140"
816,Vistara,5:45,DEL–GOI,7:50,14hr 5min,1 stop,"₹27,140"
817,Vistara,7:00,DEL–GOI,7:50,12hr 50min,1 stop,"₹27,140"
818,Vistara,7:45,DEL–GOI,7:50,12hr 5min,1 stop,"₹27,140"
819,Vistara,8:40,DEL–GOI,7:50,11hr 10min,1 stop,"₹27,140"
820,Vistara,9:30,DEL–GOI,7:50,10hr 20min,1 stop,"₹27,140"
821,Vistara,2:15,DEL–GOI,2:05,23hr 50min,1 stop,"₹27,434"
822,Vistara,4:05,DEL–GOI,2:05,22hr,1 stop,"₹27,434"
823,Vistara,5:35,DEL–GOI,2:05,20hr 30min,1 stop,"₹27,434"
824,Vistara,6:00,DEL–GOI,2:05,20hr 5min,1 stop,"₹27,434"
825,Vistara,7:50,DEL–GOI,2:05,18hr 15min,1 stop,"₹27,434"
826,Vistara,8:40,DEL–GOI,2:05,17hr 25min,1 stop,"₹27,434"
827,IndiGo,7:20,DEL–GOI,12:40,5hr 20min,1 stop,"₹27,470"
828,IndiGo,11:30,DEL–GOI, 8:40,9hr 10min,1 stop,"₹27,691"
829,GO FIRST,5:45,DEL–GOI,4:55,11hr 10min,1 stop,"₹27,692"
830,IndiGo,12:45,DEL–GOI, 6:00,5hr 15min,1 stop,"₹27,953"
831,IndiGo,8:20,DEL–GOI,2:10,5hr 50min,1 stop,"₹28,079"
832,IndiGo,6:00,DEL–GOI,2:10,8hr 10min,1 stop,"₹29,704"
833,Air India,1:30,DEL–GOI,6:20,16hr 50min,2 stops,"₹29,863"
834,Air India,5:15,DEL–GOI,6:20,13hr 5min,2 stops,"₹29,863"
835,IndiGo,12:55,DEL–GOI, 7:20,6hr 25min,1 stop,"₹30,526"
836,Vistara,2:10,DEL–GOI,7:50,17hr 40min,2 stops,"₹32,678"
837,IndiGo,5:45,DEL–GOI,3:00,9hr 15min,1 stop,"₹33,464"
838,Vistara,8:10,DEL–GOI,2:05,5hr 55min,1 stop,"₹34,259"
839,IndiGo,6:05,DEL–GOI,2:30,8hr 25min,1 stop,"₹34,724"
840,IndiGo,7:10,DEL–GOI,2:30,7hr 20min,1 stop,"₹34,724"
841,IndiGo,6:40,DEL–GOI,3:00,8hr 20min,1 stop,"₹34,724"
842,IndiGo,8:00,DEL–GOI,3:00,7hr,1 stop,"₹34,724"
843,Vistara,9:05,DEL–GOI,2:05,5hr,1 stop,"₹35,361"
844,Air India,10:45,DEL–GOI, 1:35,2hr 50min,Nonstop,"₹35,659"
845,Vistara,6:15,DEL–GOI,2:05,7hr 50min,1 stop,"₹37,251"
846,Vistara,5:55,DEL–GOI,12:45,6hr 50min,1 stop,"₹39,005"
847,Vistara,7:30,DEL–GOI,12:45,5hr 15min,1 stop,"₹39,005"
848,Vistara,2:20,DEL–GOI,12:45,22hr 25min,1 stop,"₹39,005"
849,Vistara,3:30,DEL–GOI,12:45,21hr 15min,1 stop,"₹39,005"
850,Vistara,5:45,DEL–GOI,12:45,19hr,1 stop,"₹39,005"
851,Vistara,7:00,DEL–GOI,12:45,17hr 45min,1 stop,"₹39,005"
852,Vistara,7:45,DEL–GOI,12:45,17hr,1 stop,"₹39,005"
853,Vistara,8:40,DEL–GOI,12:45,16hr 5min,1 stop,"₹39,005"
854,Vistara,9:30,DEL–GOI,12:45,15hr 15min,1 stop,"₹39,005"
855,Air India,3:55,DEL–GOI,3:50,11hr 55min,1 stop,"₹145,557"
856,Air India,7:40,DEL–GOI,3:50,20hr 10min,1 stop,"₹146,607"
857,"Emirates, Air India",11:00,DEL–GOI, 3:50,16hr 50min,1 stop,"₹209,161"
858,"Emirates, Air India",4:15,DEL–GOI,3:50,11hr 35min,1 stop,"₹209,161"
859,Air India,4:50,DEL–GOI,3:50,11hr,1 stop,"₹216,855"
860,GO FIRST,10:40,DEL–GOI, 1:20,2hr 40min,Nonstop,"₹15,984"
861,SpiceJet,12:05,DEL–GOI, 2:25,2hr 20min,Nonstop,"₹16,383"
862,IndiGo,12:25,DEL–GOI, 2:50,2hr 25min,Nonstop,"₹16,383"
863,Vistara,11:10,DEL–GOI, 1:50,2hr 40min,Nonstop,"₹17,040"
864,GO FIRST,5:25,DEL–GOI,5:25,12hr,1 stop,"₹16,246"
865,GO FIRST,6:15,DEL–GOI,5:25,11hr 10min,1 stop,"₹16,246"
866,GO FIRST,8:00,DEL–GOI,7:05,11hr 5min,1 stop,"₹16,246"
867,AirAsia (India),8:00,DEL–GOI,10:35,2hr 35min,Nonstop,"₹16,275"
868,Vistara,6:40,DEL–GOI,9:20,2hr 40min,Nonstop,"₹16,305"
869,SpiceJet,9:00,DEL–GOI,11:35,2hr 35min,Nonstop,"₹16,383"
870,IndiGo,4:20,DEL–GOI,6:40,2hr 20min,Nonstop,"₹16,383"
871,IndiGo,7:00,DEL–GOI,9:30,2hr 30min,Nonstop,"₹16,383"
872,IndiGo,9:45,DEL–GOI,12:20,2hr 35min,Nonstop,"₹16,383"
873,Air India,10:00,DEL–GOI, 12:4,2hr 40min,Nonstop,"₹16,476"
874,SpiceJet,5:45,DEL–GOI,6:15,12hr 30min,1 stop,"₹16,508"
875,SpiceJet,5:35,DEL–GOI,8:35,15hr,1 stop,"₹16,966"
876,IndiGo,11:00,DEL–GOI, 1:25,2hr 25min,Nonstop,"₹17,013"
877,SpiceJet,4:30,DEL–GOI,8:35,4hr 5min,1 stop,"₹17,032"
878,IndiGo,5:25,DEL–GOI,1:00,7hr 35min,1 stop,"₹17,197"
879,IndiGo,7:35,DEL–GOI,1:00,5hr 25min,1 stop,"₹17,197"
880,AirAsia (India),12:50,DEL–GOI, 3:25,2hr 35min,Nonstop,"₹17,325"
881,IndiGo,10:00,DEL–GOI, 12:3,2hr 30min,Nonstop,"₹17,433"
882,IndiGo,9:55,DEL–GOI,6:15,8hr 20min,1 stop,"₹17,726"
883,SpiceJet,8:25,DEL–GOI,12:25,4hr,1 stop,"₹17,768"
884,SpiceJet,8:10,DEL–GOI,7:20,11hr 10min,1 stop,"₹18,226"
885,IndiGo,5:15,DEL–GOI,1:55,8hr 40min,1 stop,"₹18,335"
886,SpiceJet,4:30,DEL–GOI,7:20,14hr 50min,1 stop,"₹18,501"
887,AirAsia (India),10:40,DEL–GOI, 1:15,2hr 35min,Nonstop,"₹18,689"
888,IndiGo,8:10,DEL–GOI,1:55,5hr 45min,1 stop,"₹19,553"
889,IndiGo,6:30,DEL–GOI,2:05,7hr 35min,1 stop,"₹19,755"
890,IndiGo,9:50,DEL–GOI,2:05,4hr 15min,1 stop,"₹19,755"
891,IndiGo,10:30,DEL–GOI, 6:50,8hr 20min,1 stop,"₹20,288"
892,Air India,9:15,DEL–GOI,10:20,25hr 5min,1 stop,"₹20,574"
893,Air India,10:30,DEL–GOI, 10:2,23hr 50min,1 stop,"₹20,574"
894,IndiGo,6:05,DEL–GOI,10:55,4hr 50min,1 stop,"₹21,391"
895,GO FIRST,5:25,DEL–GOI,7:15,13hr 50min,1 stop,"₹21,457"
896,GO FIRST,6:15,DEL–GOI,7:15,13hr,1 stop,"₹21,457"
897,GO FIRST,1:20,DEL–GOI,7:15,5hr 55min,1 stop,"₹21,457"
898,GO FIRST,8:50,DEL–GOI,10:00,13hr 10min,1 stop,"₹21,457"
899,GO FIRST,10:15,DEL–GOI, 10:0,11hr 45min,1 stop,"₹21,457"
900,GO FIRST,10:45,DEL–GOI, 10:0,11hr 15min,1 stop,"₹21,457"
901,SpiceJet,5:05,DEL–GOI,12:25,7hr 20min,1 stop,"₹21,549"
902,IndiGo,3:00,DEL–GOI,10:55,7hr 55min,1 stop,"₹21,706"
903,SpiceJet,9:40,DEL–GOI,12:55,15hr 15min,1 stop,"₹22,042"
904,Air India,7:00,DEL–GOI,10:20,15hr 20min,1 stop,"₹22,044"
905,Air India,8:00,DEL–GOI,10:20,14hr 20min,1 stop,"₹22,044"
906,Air India,9:00,DEL–GOI,10:20,13hr 20min,1 stop,"₹22,044"
907,Air India,10:00,DEL–GOI, 10:2,12hr 20min,1 stop,"₹22,044"
908,Air India,2:00,DEL–GOI,10:20,8hr 20min,1 stop,"₹22,044"
909,Air India,2:00,DEL–GOI,2:35,24hr 35min,1 stop,"₹22,044"
910,Air India,2:30,DEL–GOI,10:20,7hr 50min,2 stops,"₹22,044"
911,Air India,5:55,DEL–GOI,10:20,4hr 25min,1 stop,"₹22,044"
912,Air India,5:55,DEL–GOI,2:35,20hr 40min,1 stop,"₹22,044"
913,Air India,7:00,DEL–GOI,2:35,19hr 35min,1 stop,"₹22,044"
914,Air India,8:00,DEL–GOI,2:35,18hr 35min,1 stop,"₹22,044"
915,Air India,9:15,DEL–GOI,2:35,17hr 20min,1 stop,"₹22,044"
916,Air India,10:30,DEL–GOI, 2:35,16hr 5min,1 stop,"₹22,044"
917,IndiGo,5:55,DEL–GOI,1:10,7hr 15min,1 stop,"₹22,336"
918,IndiGo,9:05,DEL–GOI,2:50,5hr 45min,1 stop,"₹22,375"
919,GO FIRST,6:20,DEL–GOI,6:15,11hr 55min,1 stop,"₹22,401"
920,GO FIRST,8:50,DEL–GOI,6:15,9hr 25min,1 stop,"₹22,401"
921,GO FIRST,10:15,DEL–GOI, 6:15,8hr,1 stop,"₹22,401"
922,GO FIRST,10:45,DEL–GOI, 6:15,7hr 30min,1 stop,"₹22,401"
923,GO FIRST,10:45,DEL–GOI, 12:4,14hr,1 stop,"₹22,401"
924,IndiGo,12:45,DEL–GOI, 9:30,8hr 45min,1 stop,"₹22,441"
925,IndiGo,3:00,DEL–GOI,9:30,6hr 30min,1 stop,"₹22,598"
926,AirAsia (India),7:10,DEL–GOI,12:45,5hr 35min,1 stop,"₹22,725"
927,IndiGo,1:25,DEL–GOI,9:30,8hr 5min,1 stop,"₹22,756"
928,AirAsia (India),9:35,DEL–GOI,12:45,15hr 10min,1 stop,"₹22,869"
929,Air India,7:00,DEL–GOI,6:20,23hr 20min,1 stop,"₹23,094"
930,Air India,8:00,DEL–GOI,6:20,22hr 20min,1 stop,"₹23,094"
931,Air India,9:00,DEL–GOI,6:20,21hr 20min,1 stop,"₹23,094"
932,Air India,10:00,DEL–GOI, 6:20,20hr 20min,1 stop,"₹23,094"
933,Air India,2:00,DEL–GOI,6:20,16hr 20min,1 stop,"₹23,094"
934,Air India,2:30,DEL–GOI,6:20,15hr 50min,2 stops,"₹23,094"
935,Air India,5:55,DEL–GOI,6:20,12hr 25min,1 stop,"₹23,094"
936,Air India,7:00,DEL–GOI,6:20,11hr 20min,1 stop,"₹23,094"
937,Air India,8:00,DEL–GOI,6:20,10hr 20min,1 stop,"₹23,094"
938,Air India,9:15,DEL–GOI,6:20,9hr 5min,1 stop,"₹23,094"
939,Air India,10:30,DEL–GOI, 6:20,7hr 50min,1 stop,"₹23,094"
940,IndiGo,10:55,DEL–GOI, 7:45,8hr 50min,1 stop,"₹23,247"
941,SpiceJet,12:30,DEL–GOI, 12:5,12hr 25min,1 stop,"₹23,512"
942,GO FIRST,12:30,DEL–GOI, 5:45,5hr 15min,1 stop,"₹24,397"
943,GO FIRST,1:00,DEL–GOI,5:45,4hr 45min,1 stop,"₹24,397"
944,GO FIRST,1:15,DEL–GOI,5:45,4hr 30min,1 stop,"₹24,397"
945,IndiGo,5:30,DEL–GOI,12:40,7hr 10min,1 stop,"₹24,425"
946,IndiGo,6:30,DEL–GOI,12:40,6hr 10min,1 stop,"₹24,425"
947,IndiGo,6:30,DEL–GOI,3:15,8hr 45min,1 stop,"₹24,425"
948,IndiGo,8:45,DEL–GOI,6:10,9hr 25min,1 stop,"₹24,425"
949,IndiGo,9:55,DEL–GOI,5:35,7hr 40min,1 stop,"₹24,436"
950,IndiGo,12:45,DEL–GOI, 5:35,4hr 50min,1 stop,"₹24,436"
951,IndiGo,5:15,DEL–GOI,1:10,7hr 55min,2 stops,"₹24,646"
952,Air India,7:00,DEL–GOI,2:35,7hr 35min,1 stop,"₹24,669"
953,Air India,8:00,DEL–GOI,2:35,6hr 35min,1 stop,"₹24,669"
954,Air India,9:00,DEL–GOI,2:35,5hr 35min,1 stop,"₹24,669"
955,Air India,10:00,DEL–GOI, 2:35,4hr 35min,1 stop,"₹24,669"
956,IndiGo,1:50,DEL–GOI,6:50,5hr,1 stop,"₹24,751"
957,IndiGo,5:20,DEL–GOI,2:15,8hr 55min,1 stop,"₹24,788"
958,SpiceJet,6:55,DEL–GOI,12:55,6hr,1 stop,"₹24,876"
959,SpiceJet,6:55,DEL–GOI,5:05,10hr 10min,1 stop,"₹24,876"
960,SpiceJet,8:20,DEL–GOI,5:05,8hr 45min,1 stop,"₹24,876"
961,IndiGo,8:00,DEL–GOI,3:15,7hr 15min,1 stop,"₹25,034"
962,IndiGo,8:45,DEL–GOI,3:15,6hr 30min,1 stop,"₹25,034"
963,IndiGo,5:15,DEL–GOI,10:40,5hr 25min,1 stop,"₹25,137"
964,GO FIRST,5:25,DEL–GOI,3:50,10hr 25min,1 stop,"₹25,447"
965,GO FIRST,6:15,DEL–GOI,3:50,9hr 35min,1 stop,"₹25,447"
966,IndiGo,12:10,DEL–GOI, 6:15,6hr 5min,1 stop,"₹25,643"
967,IndiGo,8:00,DEL–GOI,12:40,4hr 40min,1 stop,"₹25,643"
968,IndiGo,9:35,DEL–GOI,6:10,8hr 35min,1 stop,"₹25,643"
969,IndiGo,11:55,DEL–GOI, 6:10,6hr 15min,1 stop,"₹25,643"
970,IndiGo,1:00,DEL–GOI,8:40,7hr 40min,1 stop,"₹26,082"
971,IndiGo,7:55,DEL–GOI,2:00,6hr 5min,1 stop,"₹26,252"
972,IndiGo,7:20,DEL–GOI,3:15,7hr 55min,1 stop,"₹26,483"
973,IndiGo,9:35,DEL–GOI,3:15,5hr 40min,1 stop,"₹26,483"
974,AirAsia (India),8:10,DEL–GOI,6:00,9hr 50min,2 stops,"₹26,484"
975,AirAsia (India),8:10,DEL–GOI,7:25,11hr 15min,2 stops,"₹26,484"
976,AirAsia (India),9:35,DEL–GOI,6:00,8hr 25min,2 stops,"₹26,484"
977,AirAsia (India),9:35,DEL–GOI,7:25,9hr 50min,2 stops,"₹26,484"
978,IndiGo,6:40,DEL–GOI,2:00,7hr 20min,1 stop,"₹26,861"
979,IndiGo,6:55,DEL–GOI,2:10,7hr 15min,1 stop,"₹26,861"
980,IndiGo,10:45,DEL–GOI, 6:10,7hr 25min,1 stop,"₹27,061"
981,Vistara,5:55,DEL–GOI,7:50,25hr 55min,1 stop,"₹27,140"
982,Vistara,7:30,DEL–GOI,7:50,24hr 20min,1 stop,"₹27,140"
983,Vistara,11:40,DEL–GOI, 7:50,20hr 10min,1 stop,"₹27,140"
984,Vistara,12:45,DEL–GOI, 7:50,19hr 5min,1 stop,"₹27,140"
985,Vistara,2:20,DEL–GOI,7:50,17hr 30min,1 stop,"₹27,140"
986,Vistara,3:30,DEL–GOI,7:50,16hr 20min,1 stop,"₹27,140"
987,Vistara,4:55,DEL–GOI,7:50,14hr 55min,1 stop,"₹27,140"
988,Vistara,5:45,DEL–GOI,7:50,14hr 5min,1 stop,"₹27,140"
989,Vistara,7:00,DEL–GOI,7:50,12hr 50min,1 stop,"₹27,140"
990,Vistara,7:45,DEL–GOI,7:50,12hr 5min,1 stop,"₹27,140"
991,Vistara,8:40,DEL–GOI,7:50,11hr 10min,1 stop,"₹27,140"
992,Vistara,9:30,DEL–GOI,7:50,10hr 20min,1 stop,"₹27,140"
993,Vistara,2:15,DEL–GOI,2:05,23hr 50min,1 stop,"₹27,434"
994,Vistara,4:05,DEL–GOI,2:05,22hr,1 stop,"₹27,434"
995,Vistara,5:35,DEL–GOI,2:05,20hr 30min,1 stop,"₹27,434"
996,Vistara,6:00,DEL–GOI,2:05,20hr 5min,1 stop,"₹27,434"
997,Vistara,7:50,DEL–GOI,2:05,18hr 15min,1 stop,"₹27,434"
998,Vistara,8:40,DEL–GOI,2:05,17hr 25min,1 stop,"₹27,434"
999,IndiGo,7:20,DEL–GOI,12:40,5hr 20min,1 stop,"₹27,470"
1000,IndiGo,11:30,DEL–GOI, 8:40,9hr 10min,1 stop,"₹27,691"
1001,GO FIRST,5:45,DEL–GOI,4:55,11hr 10min,1 stop,"₹27,692"
1002,IndiGo,12:45,DEL–GOI, 6:00,5hr 15min,1 stop,"₹27,953"
1003,IndiGo,8:20,DEL–GOI,2:10,5hr 50min,1 stop,"₹28,079"
1004,IndiGo,6:00,DEL–GOI,2:10,8hr 10min,1 stop,"₹29,704"
1005,Air India,1:30,DEL–GOI,6:20,16hr 50min,2 stops,"₹29,863"
1006,Air India,5:15,DEL–GOI,6:20,13hr 5min,2 stops,"₹29,863"
1007,IndiGo,12:55,DEL–GOI, 7:20,6hr 25min,1 stop,"₹30,526"
1008,Vistara,2:10,DEL–GOI,7:50,17hr 40min,2 stops,"₹32,678"
1009,IndiGo,5:45,DEL–GOI,3:00,9hr 15min,1 stop,"₹33,464"
1010,Vistara,8:10,DEL–GOI,2:05,5hr 55min,1 stop,"₹34,259"
1011,IndiGo,6:05,DEL–GOI,2:30,8hr 25min,1 stop,"₹34,724"
1012,IndiGo,7:10,DEL–GOI,2:30,7hr 20min,1 stop,"₹34,724"
1013,IndiGo,6:40,DEL–GOI,3:00,8hr 20min,1 stop,"₹34,724"
1014,IndiGo,8:00,DEL–GOI,3:00,7hr,1 stop,"₹34,724"
1015,Vistara,9:05,DEL–GOI,2:05,5hr,1 stop,"₹35,361"
1016,Air India,10:45,DEL–GOI, 1:35,2hr 50min,Nonstop,"₹35,659"
1017,Vistara,6:15,DEL–GOI,2:05,7hr 50min,1 stop,"₹37,251"
1018,Vistara,5:55,DEL–GOI,12:45,6hr 50min,1 stop,"₹39,005"
1019,Vistara,7:30,DEL–GOI,12:45,5hr 15min,1 stop,"₹39,005"
1020,Vistara,2:20,DEL–GOI,12:45,22hr 25min,1 stop,"₹39,005"
1021,Vistara,3:30,DEL–GOI,12:45,21hr 15min,1 stop,"₹39,005"
1022,Vistara,5:45,DEL–GOI,12:45,19hr,1 stop,"₹39,005"
1023,Vistara,7:00,DEL–GOI,12:45,17hr 45min,1 stop,"₹39,005"
1024,Vistara,7:45,DEL–GOI,12:45,17hr,1 stop,"₹39,005"
1025,Vistara,8:40,DEL–GOI,12:45,16hr 5min,1 stop,"₹39,005"
1026,Vistara,9:30,DEL–GOI,12:45,15hr 15min,1 stop,"₹39,005"
1027,Air India,3:55,DEL–GOI,3:50,11hr 55min,1 stop,"₹145,557"
1028,Air India,7:40,DEL–GOI,3:50,20hr 10min,1 stop,"₹146,607"
1029,"Emirates, Air India",11:00,DEL–GOI, 3:50,16hr 50min,1 stop,"₹209,161"
1030,"Emirates, Air India",4:15,DEL–GOI,3:50,11hr 35min,1 stop,"₹209,161"
1031,Air India,4:50,DEL–GOI,3:50,11hr,1 stop,"₹216,855"
1032,GO FIRST,10:40,DEL–GOI, 1:20,2hr 40min,Nonstop,"₹15,984"
1033,SpiceJet,12:05,DEL–GOI, 2:25,2hr 20min,Nonstop,"₹16,383"
1034,IndiGo,12:25,DEL–GOI, 2:50,2hr 25min,Nonstop,"₹16,383"
1035,Vistara,11:10,DEL–GOI, 1:50,2hr 40min,Nonstop,"₹17,040"
1036,GO FIRST,5:25,DEL–GOI,5:25,12hr,1 stop,"₹16,246"
1037,GO FIRST,6:15,DEL–GOI,5:25,11hr 10min,1 stop,"₹16,246"
1038,GO FIRST,8:00,DEL–GOI,7:05,11hr 5min,1 stop,"₹16,246"
1039,AirAsia (India),8:00,DEL–GOI,10:35,2hr 35min,Nonstop,"₹16,275"
1040,Vistara,6:40,DEL–GOI,9:20,2hr 40min,Nonstop,"₹16,305"
1041,SpiceJet,9:00,DEL–GOI,11:35,2hr 35min,Nonstop,"₹16,383"
1042,IndiGo,4:20,DEL–GOI,6:40,2hr 20min,Nonstop,"₹16,383"
1043,IndiGo,7:00,DEL–GOI,9:30,2hr 30min,Nonstop,"₹16,383"
1044,IndiGo,9:45,DEL–GOI,12:20,2hr 35min,Nonstop,"₹16,383"
1045,Air India,10:00,DEL–GOI, 12:4,2hr 40min,Nonstop,"₹16,476"
1046,SpiceJet,5:45,DEL–GOI,6:15,12hr 30min,1 stop,"₹16,508"
1047,SpiceJet,5:35,DEL–GOI,8:35,15hr,1 stop,"₹16,966"
1048,IndiGo,11:00,DEL–GOI, 1:25,2hr 25min,Nonstop,"₹17,013"
1049,SpiceJet,4:30,DEL–GOI,8:35,4hr 5min,1 stop,"₹17,032"
1050,IndiGo,5:25,DEL–GOI,1:00,7hr 35min,1 stop,"₹17,197"
1051,IndiGo,7:35,DEL–GOI,1:00,5hr 25min,1 stop,"₹17,197"
